Age,MP_x,PF,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,BPM,NumOfAwards,All-Star,AwardWinner,FirstTeam,SecondTeam,ThirdTeam,DefTeam1,DefTeam2,Next_Year_Salary,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
20.0,5.2,0.6,0.316,6.6,9.1,1.3,1.6,14.3,24.9,-16.1,0,0,0,0,0,0,0,0,3879840,0,0,0,0,1
22.0,33.7,2.4,0.584,14.1,15.4,1.7,2.2,11.6,19.1,1.2,0,0,0,0,0,0,0,0,4510905,0,0,0,1,0
26.0,10.8,1.0,0.412,8.1,9.1,1.7,1.0,12.8,18.7,-9.0,0,0,0,0,0,0,0,0,4741800,0,0,0,1,0
24.0,4.5,0.5,0.571,6.4,21.7,1.6,0.0,19.7,16.4,-3.3,0,0,0,0,0,0,0,0,1891857,0,0,0,0,1
23.0,17.2,2.0,0.682,18.2,8.0,0.8,2.9,9.1,19.4,2.4,0,0,0,0,0,0,0,0,8571429,1,0,0,0,0
22.0,27.0,2.7,0.602,6.6,15.0,2.6,2.2,14.4,19.7,1.0,2,0,0,0,0,0,0,1,9188385,0,0,0,0,1
22.0,31.3,2.5,0.621,7.1,21.3,1.7,1.9,10.1,23.7,2.3,1,0,0,0,0,0,0,0,4775760,0,1,0,0,0
23.0,15.4,1.1,0.537,10.8,9.3,0.8,0.5,8.7,14.3,-2.9,0,0,0,0,0,0,0,0,1891857,0,1,0,0,0
26.0,31.5,1.8,0.586,7.2,31.2,1.5,1.8,10.5,27.9,4.1,0,0,0,0,0,0,0,0,36016200,0,0,1,0,0
34.0,34.3,1.8,0.612,8.4,33.6,1.5,2.1,16.0,20.6,4.1,0,0,0,0,0,0,0,0,33653846,0,0,1,0,0
36.0,5.2,1.0,0.368,4.8,18.6,5.0,1.7,31.5,14.2,-5.8,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
36.0,5.2,1.0,0.368,4.8,18.6,5.0,1.7,31.5,14.2,-5.8,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
36.0,5.2,1.0,0.368,4.8,18.6,5.0,1.7,31.5,14.2,-5.8,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
36.0,5.2,1.0,0.368,4.8,18.6,5.0,1.7,31.5,14.2,-5.8,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
22.0,17.3,2.2,0.637,17.2,7.3,0.5,3.1,15.9,16.3,-3.5,0,0,0,0,0,0,0,0,2237691,1,0,0,0,0
20.0,10.3,0.9,0.527,10.5,13.9,2.1,2.6,13.0,16.1,0.2,0,0,0,0,0,0,0,0,6362520,0,1,0,0,0
23.0,14.2,1.5,0.579,5.5,30.9,2.4,1.2,18.7,19.9,-2.1,0,0,0,0,0,0,0,0,745726,0,0,0,0,1
24.0,32.2,3.6,0.552,9.4,13.1,1.8,4.7,10.6,30.4,0.4,0,0,0,0,0,0,0,0,25257798,1,0,0,0,0
24.0,20.0,1.5,0.578,13.2,7.7,2.9,0.7,17.7,11.7,-1.6,0,0,0,0,0,0,0,0,10714286,0,1,0,0,0
25.0,31.7,1.9,0.664,18.7,13.2,1.1,3.0,11.2,19.4,3.0,1,0,0,0,0,0,0,0,20000000,1,0,0,0,0
24.0,18.3,1.3,0.547,9.6,13.4,1.2,0.9,15.2,17.5,-5.2,0,0,0,0,0,0,0,0,100000,0,0,1,0,0
30.0,25.6,2.1,0.681,16.3,3.3,2.2,3.6,8.0,16.7,2.0,0,0,0,0,0,0,0,0,1728488,0,0,0,1,0
30.0,25.6,2.1,0.681,16.3,3.3,2.2,3.6,8.0,16.7,2.0,0,0,0,0,0,0,0,0,1728488,0,0,0,1,0
23.0,12.5,1.8,0.718,13.4,5.0,1.8,2.9,16.9,12.5,-1.9,0,0,0,0,0,0,0,0,2463946,1,0,0,0,0
27.0,33.5,2.6,0.58,8.9,16.6,1.8,1.4,10.7,28.9,0.7,1,1,0,0,0,0,0,0,49205800,0,0,0,1,0
24.0,16.5,1.2,0.494,6.2,13.6,0.9,0.8,7.9,17.8,-5.4,0,0,0,0,0,0,0,0,446743,0,0,0,0,1
24.0,16.5,1.2,0.494,6.2,13.6,0.9,0.8,7.9,17.8,-5.4,0,0,0,0,0,0,0,0,446743,0,0,0,0,1
24.0,16.5,1.2,0.494,6.2,13.6,0.9,0.8,7.9,17.8,-5.4,0,0,0,0,0,0,0,0,446743,0,0,0,0,1
24.0,16.5,1.2,0.494,6.2,13.6,0.9,0.8,7.9,17.8,-5.4,0,0,0,0,0,0,0,0,446743,0,0,0,0,1
21.0,13.0,1.4,0.561,14.5,15.0,1.5,2.8,12.1,13.5,1.1,0,0,0,0,0,0,0,0,2019699,1,0,0,0,0
25.0,35.7,2.0,0.604,12.3,21.0,1.4,1.4,10.3,30.2,5.1,4,1,0,1,0,0,0,0,34848340,0,1,0,0,0
37.0,16.8,1.3,0.59,7.3,7.3,0.6,2.2,9.6,15.5,-2.1,0,0,0,0,0,0,0,0,8000000,0,1,0,0,0
29.0,33.9,2.2,0.573,5.8,13.8,1.2,1.7,10.5,25.7,-0.1,0,0,0,0,0,0,0,0,29793104,0,1,0,0,0
23.0,8.6,0.6,0.564,12.7,8.4,1.5,1.2,13.6,15.4,-2.2,0,0,0,0,0,0,0,0,2196970,0,1,0,0,0
23.0,8.6,0.6,0.564,12.7,8.4,1.5,1.2,13.6,15.4,-2.2,0,0,0,0,0,0,0,0,2196970,0,1,0,0,0
20.0,29.6,2.3,0.513,11.7,16.0,1.3,1.5,14.3,18.8,-3.4,0,0,0,0,0,0,0,0,5570040,0,1,0,0,0
25.0,13.0,1.0,0.702,14.1,5.4,0.7,3.0,19.6,6.0,-1.8,0,0,0,0,0,0,0,0,2092344,1,0,0,0,0
20.0,3.7,0.2,0.457,6.1,13.0,1.5,2.8,8.6,22.7,-1.8,0,0,0,0,0,0,0,0,5278320,0,0,0,1,0
28.0,13.9,1.0,0.485,3.3,12.9,1.8,1.6,8.9,17.7,-4.0,0,0,0,0,0,0,0,0,6500000,0,0,1,0,0
34.0,34.0,1.1,0.626,8.8,23.1,1.9,0.8,9.3,24.0,4.6,0,0,0,0,0,0,0,0,48798677,0,1,0,0,0
28.0,13.6,1.3,0.584,12.1,11.8,1.3,4.0,11.7,14.8,-0.1,0,0,0,0,0,0,0,0,8000000,1,0,0,0,0
36.0,17.2,1.3,0.612,7.1,23.0,1.8,0.4,21.7,11.6,-0.5,0,0,0,0,0,0,0,0,2087519,0,0,0,1,0
29.0,33.6,2.9,0.644,18.1,32.4,1.7,4.6,12.5,39.6,11.6,1,1,0,0,0,0,0,0,51415938,1,0,0,0,0
26.0,28.0,2.8,0.621,16.7,6.1,1.0,2.9,10.6,20.4,-0.9,0,0,0,0,0,0,0,0,26580000,0,1,0,0,0
27.0,21.3,1.4,0.537,12.0,13.0,2.1,4.1,17.4,9.7,-0.4,0,0,0,0,0,0,0,0,6165000,0,0,0,1,0
21.0,12.3,1.1,0.462,6.3,6.6,1.4,1.3,7.3,12.2,-6.6,0,0,0,0,0,0,0,0,5291160,0,0,0,0,1
31.0,23.5,2.7,0.619,20.9,13.3,0.8,3.5,12.1,20.8,1.2,0,0,0,0,0,0,0,0,9900000,1,0,0,0,0
26.0,15.8,1.1,0.61,16.7,4.8,2.3,7.1,7.7,16.7,3.8,1,0,0,0,0,0,0,0,25000000,0,1,0,0,0
21.0,26.3,2.3,0.598,9.8,12.5,1.4,1.7,10.9,24.1,-0.4,0,0,0,0,0,0,0,0,7636307,0,1,0,0,0
31.0,30.6,1.5,0.521,6.2,24.6,1.0,0.3,13.9,26.1,-4.5,0,0,0,0,0,0,0,0,14092577,0,0,0,0,1
21.0,17.3,1.1,0.533,7.1,8.2,0.8,0.6,7.5,19.9,-3.1,0,0,0,0,0,0,0,0,4525680,0,0,0,0,1
27.0,11.2,0.6,0.638,6.5,23.7,2.8,1.0,11.1,12.1,4.2,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
24.0,30.1,3.1,0.529,4.8,21.4,1.7,0.9,12.8,26.4,-3.9,0,0,0,0,0,0,0,0,29651786,0,0,0,0,1
19.0,9.2,1.2,0.472,13.0,7.2,3.0,1.1,15.9,9.9,-3.8,0,0,0,0,0,0,0,0,1891857,0,0,0,1,0
25.0,18.4,1.6,0.54,6.9,15.3,2.8,1.4,9.8,17.3,-0.1,1,0,0,0,0,0,0,0,1988598,0,0,1,0,0
21.0,25.1,1.4,0.547,14.2,26.6,1.2,2.0,15.7,23.1,1.5,0,0,0,0,0,0,0,0,8352367,0,0,0,0,1
23.0,26.4,1.9,0.588,6.7,11.1,1.5,0.5,13.1,13.1,-2.7,0,0,0,0,0,0,0,0,12654321,0,0,0,0,1
28.0,33.4,2.1,0.522,14.0,16.3,1.4,0.8,13.9,13.5,0.0,0,0,0,0,0,0,0,0,18144000,0,0,0,1,0
21.0,2.8,0.3,0.593,10.6,13.2,2.7,4.9,4.5,21.4,5.1,0,0,0,0,0,0,0,0,2019699,0,0,0,1,0
25.0,16.0,1.1,0.552,9.1,8.4,2.4,2.2,12.5,13.0,-0.5,0,0,0,0,0,0,0,0,8250000,0,0,0,0,1
30.0,25.7,1.8,0.573,6.2,13.9,1.1,1.2,8.9,16.5,-1.3,0,0,0,0,0,0,0,0,3051153,0,0,0,0,1
21.0,5.0,0.0,0.333,5.6,0.0,0.0,9.0,57.1,30.7,-25.0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,1
21.0,5.0,0.0,0.333,5.6,0.0,0.0,9.0,57.1,30.7,-25.0,0,0,0,0,0,0,0,0,1000000,0,0,0,0,1
33.0,32.8,1.6,0.597,8.9,19.3,1.3,2.1,14.7,16.3,2.1,2,0,0,0,0,0,0,1,30000000,0,0,1,0,0
22.0,19.8,1.0,0.57,7.6,9.3,1.6,2.4,11.4,14.4,-1.9,0,0,0,0,0,0,0,0,3000000,0,0,0,1,0
20.0,8.1,1.0,0.521,6.2,5.3,1.1,2.2,10.5,13.0,-5.3,0,0,0,0,0,0,0,0,1891857,0,0,0,1,0
21.0,10.9,1.1,0.482,6.2,11.3,1.5,1.1,8.9,20.7,-6.0,0,0,0,0,0,0,0,0,2552520,0,0,0,1,0
29.0,35.4,2.7,0.569,14.6,22.8,0.8,0.7,14.1,29.9,1.9,1,1,0,0,0,0,0,0,33073920,0,1,0,0,0
29.0,27.3,3.3,0.559,22.8,19.9,1.9,3.4,19.1,19.1,1.1,0,0,0,0,0,0,0,0,18125000,1,0,0,0,0
23.0,12.4,1.7,0.563,9.7,9.4,1.5,1.5,13.9,13.4,-4.1,0,0,0,0,0,0,0,0,7975000,0,0,0,1,0
28.0,32.7,3.3,0.625,14.4,15.1,1.0,1.8,14.1,27.4,2.5,1,1,0,0,0,0,0,0,49205800,0,1,0,0,0
32.0,34.3,1.4,0.626,10.1,16.9,2.4,2.3,8.5,26.5,5.5,2,1,0,0,1,0,0,0,49205800,0,0,0,1,0
23.0,33.6,2.7,0.569,9.1,6.9,1.5,2.1,5.9,18.1,-0.9,0,0,0,0,0,0,0,0,8809560,0,0,0,1,0
28.0,12.5,0.7,0.534,9.3,7.4,1.8,2.9,7.5,13.0,-1.0,0,0,0,0,0,0,0,0,2654644,0,0,0,1,0
24.0,29.5,2.2,0.565,10.0,14.2,1.2,0.8,9.4,21.9,-1.7,0,0,0,0,0,0,0,0,19000000,0,0,0,1,0
32.0,22.6,2.9,0.661,12.9,27.6,2.0,1.5,20.9,17.5,1.8,0,0,0,0,0,0,0,0,12804878,1,0,0,0,0
28.0,30.2,2.9,0.535,9.2,7.3,1.8,2.1,8.2,22.4,-2.3,0,0,0,0,0,0,0,0,7983000,0,0,0,1,0
29.0,14.9,1.5,0.568,11.3,11.4,1.8,0.8,10.1,13.4,-0.8,0,0,0,0,0,0,0,0,6669000,0,1,0,0,0
30.0,31.6,2.0,0.602,4.2,9.5,2.0,1.5,10.5,12.9,-1.4,0,0,0,0,0,0,0,0,22757000,0,0,0,0,1
24.0,17.2,2.0,0.627,7.1,11.1,2.5,2.7,13.0,12.4,1.2,0,0,0,0,0,0,0,0,2120693,0,0,0,0,1
21.0,12.2,1.0,0.59,6.3,6.9,2.4,1.5,16.0,22.2,-2.7,0,0,0,0,0,0,0,0,2162606,0,0,0,0,1
35.0,37.2,1.8,0.626,10.0,22.2,1.2,2.9,13.1,29.0,4.0,3,1,0,0,1,0,0,0,51179021,0,1,0,0,0
25.0,24.4,2.1,0.564,8.0,14.4,1.4,1.3,8.4,17.3,-0.8,0,0,0,0,0,0,0,0,16830357,0,0,0,0,1
35.0,16.8,1.8,0.597,20.7,19.0,1.0,1.1,10.6,21.9,3.6,0,0,0,0,0,0,0,0,3850000,0,1,0,0,0
27.0,16.1,2.1,0.62,18.9,14.1,1.1,2.2,15.6,11.3,0.6,0,0,0,0,0,0,0,0,8000000,1,0,0,0,0
20.0,27.0,1.2,0.533,5.7,23.1,0.9,0.3,17.1,22.8,-4.4,0,0,0,0,0,0,0,0,4084200,0,0,1,0,0
32.0,27.0,2.6,0.595,9.5,28.9,1.6,0.9,15.4,23.9,1.1,0,0,0,0,0,0,0,0,31000000,0,0,0,1,0
33.0,29.7,1.6,0.576,6.0,11.2,1.1,1.4,8.9,24.2,-0.4,0,0,0,0,0,0,0,0,15873016,0,0,0,1,0
24.0,9.0,1.1,0.49,8.9,8.1,1.5,1.4,9.0,11.1,-3.8,0,0,0,0,0,0,0,0,2533920,0,1,0,0,0
20.0,11.5,1.2,0.424,9.2,19.3,1.7,2.3,9.5,22.4,-4.5,0,0,0,0,0,0,0,0,4299000,0,0,0,0,1
29.0,18.9,2.0,0.546,8.3,27.1,2.6,2.0,19.5,13.6,-0.1,0,0,0,0,0,0,0,0,5168000,0,0,1,0,0
23.0,21.7,1.5,0.481,9.3,8.4,1.9,1.4,12.3,14.1,-3.6,0,0,0,0,0,0,0,0,2990040,0,0,0,1,0
28.0,29.6,2.7,0.647,13.1,10.0,1.2,5.8,9.1,25.1,5.1,0,0,0,0,0,0,0,0,29268293,1,0,0,0,0
30.0,22.6,1.6,0.513,8.7,25.0,2.0,2.3,15.6,14.5,1.1,0,0,0,0,0,0,0,0,8780488,0,1,0,0,0
28.0,32.6,2.2,0.547,10.9,20.7,0.8,1.8,11.9,29.7,-1.1,0,0,0,0,0,0,0,0,24456061,0,1,0,0,0
37.0,28.2,2.4,0.594,6.4,20.1,1.7,1.2,17.2,12.9,-1.0,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
37.0,28.2,2.4,0.594,6.4,20.1,1.7,1.2,17.2,12.9,-1.0,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
31.0,35.0,1.9,0.608,7.8,23.8,1.7,1.2,8.0,28.1,4.9,1,0,0,0,0,0,0,0,41000000,0,0,0,0,1
22.0,32.3,3.6,0.561,8.9,43.1,2.8,0.5,15.0,34.3,3.3,0,0,0,0,0,0,0,0,35147000,0,0,1,0,0
26.0,15.8,1.7,0.556,4.6,10.2,1.6,1.1,9.3,18.8,-4.0,0,0,0,0,0,0,0,0,1343690,0,0,0,0,1
31.0,19.9,1.6,0.653,14.1,12.1,2.5,1.5,15.5,11.3,2.0,0,0,0,0,0,0,0,0,11205000,1,0,0,0,0
26.0,33.1,1.8,0.631,13.6,9.5,1.3,1.3,7.1,25.0,3.6,0,0,0,0,0,0,0,0,42176400,0,1,0,0,0
39.0,35.3,1.1,0.63,11.5,37.5,1.7,1.3,14.5,29.2,6.5,3,1,0,0,0,1,0,0,48728845,0,1,0,0,0
20.0,3.1,0.3,0.694,21.8,25.5,1.9,1.7,4.6,18.6,9.6,0,0,0,0,0,0,0,0,1891857,0,0,0,1,0
26.0,7.4,0.6,0.653,8.0,11.5,0.9,2.3,6.3,17.3,1.9,0,0,0,0,0,0,0,0,2196970,0,0,0,0,1
24.0,28.4,2.9,0.593,7.0,6.3,1.5,1.9,9.3,15.4,-1.6,0,0,0,0,0,0,0,0,16500000,0,0,0,1,0
24.0,37.5,2.1,0.617,13.5,44.3,1.8,1.3,12.8,36.0,9.9,4,1,0,1,0,0,0,0,43031940,0,0,1,0,0
25.0,4.9,1.0,0.576,14.4,5.9,1.6,0.7,6.5,33.3,-2.1,0,0,0,0,0,0,0,0,2162606,1,0,0,0,0
27.0,25.6,1.0,0.641,6.2,20.8,1.0,0.2,13.9,16.7,-0.3,0,0,0,0,0,0,0,0,9250000,0,0,0,0,1
28.0,15.6,1.2,0.736,14.3,8.9,1.2,5.5,8.5,11.0,3.4,0,0,0,0,0,0,0,0,2087519,1,0,0,0,0
20.0,21.3,1.3,0.526,5.0,14.0,0.8,0.4,12.2,19.8,-5.6,0,0,0,0,0,0,0,0,3217920,0,0,1,0,0
31.0,28.7,1.5,0.56,7.4,30.9,1.2,0.6,9.9,23.0,2.0,0,0,0,0,0,0,0,0,22500000,0,0,1,0,0
27.0,29.6,2.0,0.603,6.8,6.1,1.2,0.3,6.8,14.6,-1.8,0,0,0,0,0,0,0,0,6000000,0,0,0,0,1
25.0,26.0,2.2,0.564,6.3,28.9,1.2,1.9,13.2,25.9,0.6,2,0,0,0,0,0,0,0,17405203,0,0,0,0,1
27.0,4.0,0.3,0.694,9.1,13.5,2.1,3.5,10.4,17.0,3.5,0,0,0,0,0,0,0,0,464050,0,1,0,0,0
27.0,4.0,0.3,0.694,9.1,13.5,2.1,3.5,10.4,17.0,3.5,0,0,0,0,0,0,0,0,464050,0,1,0,0,0
23.0,12.7,1.1,0.592,8.9,6.7,1.0,1.0,13.2,14.6,-3.2,0,0,0,0,0,0,0,0,2733720,0,0,0,1,0
23.0,19.0,1.5,0.542,5.2,25.4,1.6,0.8,14.3,19.9,-2.6,0,0,0,0,0,0,0,0,2755080,0,0,1,0,0
29.0,30.3,2.7,0.552,4.8,22.7,3.3,0.8,19.2,22.9,-2.4,0,0,0,0,0,0,0,0,20210284,0,0,1,0,0
22.0,26.7,2.6,0.675,20.4,6.8,1.6,3.7,8.7,17.1,0.8,0,0,0,0,0,0,0,0,4094280,1,0,0,0,0
25.0,21.2,1.5,0.492,8.9,19.7,2.3,1.5,12.8,18.8,-1.4,0,0,0,0,0,0,0,0,731831,0,0,1,0,0
34.0,8.3,0.5,0.467,9.9,9.4,1.1,1.2,14.5,16.4,-5.3,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
24.0,21.1,1.6,0.629,16.1,8.1,0.9,2.6,11.3,21.0,-0.4,0,0,0,0,0,0,0,0,12500000,1,0,0,0,0
33.0,14.7,1.5,0.621,19.6,10.8,1.0,2.3,15.5,15.1,-0.8,0,0,0,0,0,0,0,0,2087519,1,0,0,0,0
26.0,22.9,1.4,0.537,5.1,8.3,3.8,3.0,10.8,10.6,0.6,0,0,0,0,0,0,0,0,11025000,0,0,0,1,0
26.0,13.9,1.1,0.638,5.7,6.1,0.8,0.3,13.8,15.4,-2.7,0,0,0,0,0,0,0,0,621439,0,0,0,1,0
20.0,14.1,0.9,0.544,8.4,8.0,1.0,1.6,11.8,13.6,-3.6,0,0,0,0,0,0,0,0,7142857,0,0,0,0,1
27.0,32.0,2.4,0.553,8.5,17.3,1.4,1.2,12.7,17.4,-0.6,0,0,0,0,0,0,0,0,15212068,0,0,0,1,0
32.0,20.3,1.8,0.573,9.0,9.5,0.9,3.0,14.4,9.6,-1.3,0,0,0,0,0,0,0,0,11000000,1,0,0,0,0
21.0,3.0,0.1,0.246,2.2,6.8,0.9,0.8,30.9,13.6,-13.5,0,0,0,0,0,0,0,0,1891857,0,0,0,1,0
25.0,31.7,1.8,0.601,12.2,6.7,0.8,1.8,7.5,20.7,0.1,0,0,0,0,0,0,0,0,35859950,0,0,0,1,0
27.0,34.8,1.4,0.56,7.1,16.3,1.4,0.9,10.3,24.3,-0.4,0,0,0,0,0,0,0,0,23300000,0,0,0,1,0
36.0,28.9,1.7,0.627,5.6,28.4,2.0,0.7,12.8,16.0,3.4,0,0,0,0,0,0,0,0,9975962,0,0,1,0,0
25.0,37.4,1.7,0.556,11.0,14.6,1.2,1.2,9.6,24.7,-1.1,0,0,0,0,0,0,0,0,27173913,0,0,0,1,0
23.0,19.5,1.6,0.59,4.2,12.2,1.9,0.5,5.9,16.4,-0.1,0,0,0,0,0,0,0,0,4710144,0,0,1,0,0
25.0,24.8,1.8,0.554,19.2,3.1,2.4,4.3,13.8,10.2,0.0,0,0,0,0,0,0,0,0,14318182,1,0,0,0,0
25.0,13.0,1.8,0.575,17.8,7.6,1.5,7.4,15.1,15.1,-1.0,0,0,0,0,0,0,0,0,2087519,1,0,0,0,0
28.0,14.4,0.4,0.508,6.8,20.0,2.0,1.7,4.2,15.5,0.7,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
26.0,17.7,2.0,0.676,14.4,11.2,1.4,1.4,13.1,22.8,2.0,0,0,0,0,0,0,0,0,11000000,1,0,0,0,0
24.0,9.1,1.2,0.477,24.1,5.4,1.2,3.2,12.3,19.1,-6.5,0,0,0,0,0,0,0,0,306660,1,0,0,0,0
21.0,17.5,1.4,0.578,9.2,6.7,1.8,1.9,8.7,18.4,-0.1,0,0,0,0,0,0,0,0,5803269,0,0,0,0,1
21.0,12.2,2.2,0.468,16.4,7.0,3.3,4.9,3.8,15.2,-1.5,0,0,0,0,0,0,0,0,1891857,0,1,0,0,0
27.0,27.0,3.0,0.626,14.5,6.4,0.9,5.5,9.4,23.4,0.9,0,0,0,0,0,0,0,0,19928500,1,0,0,0,0
26.0,19.0,1.4,0.576,10.6,13.6,1.9,0.9,13.8,16.3,-0.7,0,0,0,0,0,0,0,0,8571429,0,0,0,1,0
23.0,10.2,0.9,0.572,9.3,6.1,1.1,1.9,9.5,13.9,-3.0,0,0,0,0,0,0,0,0,3107143,0,0,0,1,0
24.0,24.2,2.1,0.595,12.2,8.3,1.6,3.3,10.8,23.1,1.5,1,0,1,0,0,0,0,0,13986432,0,1,0,0,0
24.0,11.9,1.8,0.662,19.8,8.5,1.9,5.5,10.1,16.9,1.5,0,0,0,0,0,0,0,0,2162606,1,0,0,0,0
24.0,11.9,1.8,0.662,19.8,8.5,1.9,5.5,10.1,16.9,1.5,0,0,0,0,0,0,0,0,2162606,1,0,0,0,0
24.0,29.8,2.5,0.629,18.2,10.4,1.1,6.2,12.2,15.6,1.2,0,0,0,0,0,0,0,0,27556817,1,0,0,0,0
26.0,26.3,2.6,0.717,17.2,4.5,0.7,3.9,13.8,13.3,-2.3,0,0,0,0,0,0,0,0,5000000,1,0,0,0,0
19.0,14.3,1.1,0.511,5.5,12.0,0.7,0.9,11.7,20.3,-5.9,0,0,0,0,0,0,0,0,2587200,0,0,0,0,1
25.0,23.4,1.7,0.578,4.9,14.5,1.6,1.9,11.8,14.8,0.2,0,0,0,0,0,0,0,0,4312500,0,0,0,0,1
35.0,25.5,1.8,0.603,9.0,10.7,1.5,2.3,13.1,8.6,-0.4,0,0,0,0,0,0,0,0,4668000,0,1,0,0,0
28.0,34.6,2.5,0.65,19.8,42.0,2.0,2.1,12.9,29.3,13.2,4,1,1,1,0,0,0,0,51415938,1,0,0,0,0
20.0,19.5,1.8,0.583,12.1,14.7,1.4,1.5,12.2,17.1,0.3,0,0,0,0,0,0,0,0,2464200,0,1,0,0,0
33.0,34.3,2.5,0.54,17.1,15.2,1.0,2.4,8.6,23.3,0.1,0,0,0,0,0,0,0,0,20000000,1,0,0,0,0
19.0,16.1,1.1,0.626,12.0,6.9,1.1,3.9,12.4,14.2,-0.7,0,0,0,0,0,0,0,0,3244080,0,1,0,0,0
30.0,26.2,1.8,0.626,5.5,5.9,1.1,1.0,7.3,20.0,-0.8,1,0,0,0,0,0,0,0,19241379,0,0,0,0,1
26.0,34.0,2.4,0.595,6.8,9.0,2.0,1.9,11.6,17.6,-0.6,0,0,0,0,0,0,0,0,36637932,0,0,0,1,0
25.0,21.1,1.7,0.677,10.5,9.4,1.3,2.0,10.0,16.8,1.5,0,0,0,0,0,0,0,0,12975000,0,1,0,0,0
23.0,21.0,1.5,0.497,7.2,6.6,1.4,2.4,12.3,13.4,-4.4,0,0,0,0,0,0,0,0,4310280,0,0,0,0,1
21.0,8.4,0.5,0.496,12.8,8.4,1.0,1.0,6.2,16.6,-2.9,0,0,0,0,0,0,0,0,2870400,0,1,0,0,0
23.0,25.5,2.9,0.674,14.6,7.2,0.9,3.8,9.8,13.7,-0.4,0,0,0,0,0,0,0,0,14000000,1,0,0,0,0
23.0,8.4,1.0,0.596,15.7,15.8,1.1,2.6,17.8,14.8,-1.1,0,0,0,0,0,0,0,0,1199723,1,0,0,0,0
23.0,8.4,1.0,0.596,15.7,15.8,1.1,2.6,17.8,14.8,-1.1,0,0,0,0,0,0,0,0,1199723,1,0,0,0,0
23.0,8.4,1.0,0.596,15.7,15.8,1.1,2.6,17.8,14.8,-1.1,0,0,0,0,0,0,0,0,1199723,1,0,0,0,0
20.0,11.1,0.7,0.54,7.8,12.9,1.1,1.3,13.4,16.9,-3.0,0,0,0,0,0,0,0,0,5027040,0,1,0,0,0
38.0,15.7,1.7,0.507,9.8,3.9,1.6,1.3,13.5,5.3,-3.6,0,0,0,0,0,0,0,0,11539000,0,1,0,0,0
25.0,30.4,2.3,0.537,10.3,9.3,1.6,2.4,9.9,19.1,-2.1,0,0,0,0,0,0,0,0,15500000,0,1,0,0,0
21.0,35.0,1.9,0.546,11.6,25.2,1.3,1.6,13.0,29.7,1.3,1,1,0,0,0,0,0,0,12160800,0,1,0,0,0
29.0,33.2,2.4,0.601,11.9,19.4,1.1,0.8,8.9,25.3,1.9,0,0,0,0,0,0,0,0,42176400,0,1,0,0,0
31.0,22.1,1.3,0.574,7.8,12.0,1.1,1.0,11.6,10.9,-1.6,0,0,0,0,0,0,0,0,9423869,0,0,0,1,0
21.0,13.0,1.5,0.502,13.3,7.6,1.7,2.5,10.2,15.9,-4.6,0,0,0,0,0,0,0,0,2448840,0,0,0,1,0
22.0,27.3,2.0,0.553,7.9,7.7,1.7,2.9,12.8,16.6,-2.3,0,0,0,0,0,0,0,0,18000000,0,1,0,0,0
35.0,13.0,1.0,0.467,4.7,11.1,2.4,0.2,10.5,15.9,-4.6,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
35.0,13.0,1.0,0.467,4.7,11.1,2.4,0.2,10.5,15.9,-4.6,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
33.0,33.8,2.7,0.613,8.8,16.1,2.2,1.3,10.1,26.6,3.2,1,1,0,0,0,0,0,0,49205800,0,1,0,0,0
24.0,19.4,2.4,0.58,16.9,9.8,2.1,4.8,11.5,15.9,0.4,0,0,0,0,0,0,0,0,3913234,1,0,0,0,0
24.0,19.4,2.4,0.58,16.9,9.8,2.1,4.8,11.5,15.9,0.4,0,0,0,0,0,0,0,0,3913234,1,0,0,0,0
26.0,22.3,1.3,0.597,7.8,20.7,1.1,0.3,8.5,17.2,1.0,0,0,0,0,0,0,0,0,6696429,0,0,1,0,0
21.0,18.6,1.8,0.539,9.6,7.4,1.4,5.0,10.5,16.2,-2.2,0,0,0,0,0,0,0,0,2413560,0,0,0,1,0
24.0,21.9,1.9,0.545,16.7,8.4,1.4,3.9,13.8,15.9,-1.4,0,0,0,0,0,0,0,0,6000000,1,0,0,0,0
23.0,20.1,1.5,0.516,5.5,8.7,1.7,0.6,7.5,15.8,-2.2,0,0,0,0,0,0,0,0,4296682,0,0,0,0,1
23.0,31.7,2.2,0.58,9.5,16.7,0.8,1.1,11.1,26.5,-0.8,0,0,0,0,0,0,0,0,25794643,0,0,0,0,1
19.0,16.2,1.4,0.451,8.1,13.5,0.9,0.4,15.3,13.6,-6.7,0,0,0,0,0,0,0,0,1891857,0,0,0,0,1
