Age,MP_x,PF,TS%,TRB%,AST%,STL%,BLK%,TOV%,USG%,BPM,NumOfAwards,All-Star,AwardWinner,FirstTeam,SecondTeam,ThirdTeam,DefTeam1,DefTeam2,Next_Year_Salary,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG
33.0,22.2,1.8,0.521,4.7,23.0,1.2,0.6,11.7,21.7,-3.2,0,0,0,0,0,0,0,0,4033748,0,0,1,0,0
33.0,22.2,1.8,0.521,4.7,23.0,1.2,0.6,11.7,21.7,-3.2,0,0,0,0,0,0,0,0,4033748,0,0,1,0,0
30.0,13.9,1.9,0.593,17.7,6.0,0.9,2.9,12.5,14.7,-3.3,0,0,0,0,0,0,0,0,12648321,1,0,0,0,0
22.0,9.0,0.5,0.604,8.8,8.2,1.4,0.3,3.4,22.1,1.3,0,0,0,0,0,0,0,0,1891857,0,0,0,0,1
26.0,19.8,2.8,0.684,17.9,6.3,2.9,5.3,18.9,13.2,0.7,0,0,0,0,0,0,0,0,12428571,1,0,0,0,0
30.0,24.7,2.2,0.548,10.7,15.0,1.5,2.0,11.6,13.9,0.0,0,0,0,0,0,0,0,0,9375000,0,0,0,1,0
31.0,34.1,3.1,0.675,21.5,5.6,1.0,5.5,13.1,15.4,1.8,2,0,1,0,0,0,1,0,43827586,1,0,0,0,0
25.0,26.9,1.5,0.628,8.9,6.3,1.1,1.2,5.9,18.5,-0.9,0,0,0,0,0,0,0,0,17000000,0,1,0,0,0
35.0,22.5,1.8,0.514,12.7,29.2,2.4,1.4,16.4,25.2,0.5,1,0,0,0,0,0,0,0,5631296,0,0,1,0,0
35.0,22.5,1.8,0.514,12.7,29.2,2.4,1.4,16.4,25.2,0.5,1,0,0,0,0,0,0,0,5631296,0,0,1,0,0
21.0,6.0,0.6,0.638,8.9,25.0,6.0,3.1,18.8,23.0,5.7,0,0,0,0,0,0,0,0,600000,0,0,1,0,0
24.0,32.7,1.4,0.549,10.9,6.0,1.2,0.5,6.4,17.0,-1.8,0,0,0,0,0,0,0,0,6440678,0,0,0,1,0
26.0,22.0,1.3,0.629,8.6,6.2,1.1,1.3,5.3,15.0,1.2,0,0,0,0,0,0,0,0,2092344,0,0,0,1,0
27.0,17.5,1.2,0.598,6.3,14.1,0.9,0.3,4.5,17.5,0.5,0,0,0,0,0,0,0,0,2164993,0,0,0,0,1
24.0,9.8,0.8,0.559,17.6,15.4,0.7,2.2,10.1,17.7,-0.5,0,0,0,0,0,0,0,0,2087519,1,0,0,0,0
23.0,26.5,1.5,0.539,11.9,13.3,1.3,3.1,10.2,17.9,-0.2,0,0,0,0,0,0,0,0,3960531,0,1,0,0,0
19.0,28.5,3.1,0.489,6.2,29.9,1.3,0.7,19.3,26.5,-5.8,0,0,0,0,0,0,0,0,10259160,0,0,1,0,0
22.0,34.9,2.0,0.566,13.0,26.2,1.7,3.7,13.6,24.8,3.7,1,1,0,0,0,0,0,0,10130980,0,0,0,0,1
33.0,14.0,0.9,0.519,6.1,9.7,1.7,0.9,8.8,16.8,-3.3,0,0,0,0,0,0,0,0,2087519,0,0,0,0,1
20.0,33.1,2.8,0.524,8.5,13.8,1.3,1.0,12.9,22.4,-2.8,0,0,0,0,0,0,0,0,6614160,0,0,0,0,1
25.0,34.0,2.5,0.636,9.1,29.8,2.8,2.4,8.4,32.8,9.0,5,1,0,1,0,0,0,0,35859950,0,0,1,0,0
27.0,12.1,1.1,0.499,7.3,14.4,1.6,0.9,12.5,18.7,-3.7,0,0,0,0,0,0,0,0,2875000,0,0,0,0,1
27.0,12.1,1.1,0.499,7.3,14.4,1.6,0.9,12.5,18.7,-3.7,0,0,0,0,0,0,0,0,2875000,0,0,0,0,1
19.0,11.8,1.5,0.568,8.4,9.4,2.4,1.8,7.0,12.7,-2.7,0,0,0,0,0,0,0,0,1891857,0,0,0,1,0
28.0,24.9,1.7,0.6,8.3,8.7,1.3,1.2,10.5,16.5,-1.0,0,0,0,0,0,0,0,0,7692308,0,0,0,1,0
30.0,28.3,1.8,0.543,5.2,22.7,1.2,0.9,11.1,16.6,-1.9,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
30.0,28.3,1.8,0.543,5.2,22.7,1.2,0.9,11.1,16.6,-1.9,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
35.0,32.7,1.6,0.616,7.4,24.7,1.1,1.0,11.7,31.3,5.2,3,1,1,0,0,1,0,0,55761216,0,0,1,0,0
26.0,10.1,0.5,0.575,6.7,11.0,1.3,0.2,7.8,16.1,-1.8,0,0,0,0,0,0,0,0,3500000,0,0,0,1,0
31.0,18.2,1.1,0.586,8.4,41.8,2.6,0.5,14.8,23.7,3.0,1,0,0,0,0,0,0,0,9300000,0,0,1,0,0
38.0,10.2,1.6,0.449,10.2,6.9,0.7,3.2,11.7,9.0,-5.3,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
38.0,10.2,1.6,0.449,10.2,6.9,0.7,3.2,11.7,9.0,-5.3,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
38.0,10.2,1.6,0.449,10.2,6.9,0.7,3.2,11.7,9.0,-5.3,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
38.0,10.2,1.6,0.449,10.2,6.9,0.7,3.2,11.7,9.0,-5.3,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
38.0,10.2,1.6,0.449,10.2,6.9,0.7,3.2,11.7,9.0,-5.3,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
38.0,10.2,1.6,0.449,10.2,6.9,0.7,3.2,11.7,9.0,-5.3,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
23.0,19.8,1.8,0.503,6.6,25.5,2.2,1.7,11.2,24.0,-1.2,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
22.0,21.8,2.3,0.528,17.1,8.3,3.1,3.6,8.9,19.8,1.6,0,0,0,0,0,0,0,0,3695160,0,1,0,0,0
29.0,27.0,1.9,0.579,6.1,7.2,1.3,1.4,10.8,13.8,-2.8,0,0,0,0,0,0,0,0,2087519,0,1,0,0,0
20.0,21.4,1.9,0.578,11.9,5.0,1.6,3.1,9.7,13.7,-1.6,0,0,0,0,0,0,0,0,5848680,0,1,0,0,0
27.0,25.0,1.9,0.615,7.7,8.5,1.1,0.7,8.2,13.6,-1.5,0,0,0,0,0,0,0,0,11423077,0,0,0,0,1
29.0,33.4,1.7,0.555,6.8,27.5,1.5,1.0,8.9,25.9,1.5,0,0,0,0,0,0,0,0,24924126,0,0,0,0,1
26.0,11.6,1.2,0.639,18.1,8.3,1.1,3.5,11.0,19.3,-0.4,0,0,0,0,0,0,0,0,2087519,1,0,0,0,0
31.0,26.8,1.3,0.542,6.5,9.2,1.0,0.2,6.2,22.6,-2.9,1,0,0,0,0,0,0,0,16193183,0,0,0,1,0
31.0,33.8,1.6,0.576,10.6,13.8,1.5,1.8,8.2,20.7,0.9,0,0,0,0,0,0,0,0,25365854,0,1,0,0,0
33.0,19.8,2.1,0.568,11.6,7.3,1.4,2.1,10.7,12.5,-2.0,0,0,0,0,0,0,0,0,3625162,0,0,0,1,0
33.0,19.8,2.1,0.568,11.6,7.3,1.4,2.1,10.7,12.5,-2.0,0,0,0,0,0,0,0,0,3625162,0,0,0,1,0
23.0,24.8,2.5,0.547,11.0,7.2,1.9,1.7,14.9,13.8,-3.1,0,0,0,0,0,0,0,0,1891857,0,1,0,0,0
25.0,36.0,2.0,0.585,4.2,45.1,1.8,0.5,16.5,30.5,2.6,1,1,0,0,0,0,0,0,43031940,0,0,1,0,0
23.0,16.6,1.6,0.692,16.3,10.4,1.2,6.1,11.2,16.4,2.8,0,0,0,0,0,0,0,0,1891857,0,1,0,0,0
24.0,27.8,1.2,0.591,7.3,30.8,1.7,0.3,15.1,15.2,-0.4,0,0,0,0,0,0,0,0,9104167,0,0,1,0,0
22.0,24.1,1.2,0.559,8.5,24.1,2.5,0.3,16.0,18.2,-1.3,0,0,0,0,0,0,0,0,4908373,0,0,1,0,0
23.0,13.6,1.7,0.611,12.4,14.6,1.3,2.0,15.1,21.1,-0.5,0,0,0,0,0,0,0,0,2726603,0,1,0,0,0
28.0,20.0,1.5,0.596,12.4,8.1,0.7,1.5,9.7,14.4,-1.1,0,0,0,0,0,0,0,0,8000000,0,1,0,0,0
23.0,29.6,1.2,0.612,9.2,10.2,1.5,1.6,4.7,18.6,2.5,0,0,0,0,0,0,0,0,5159854,0,0,0,1,0
32.0,11.2,1.2,0.563,17.8,12.7,1.1,2.3,16.9,13.8,-1.4,0,0,0,0,0,0,0,0,2087519,1,0,0,0,0
26.0,7.5,1.0,0.5,3.7,27.3,0.0,0.0,20.0,14.7,-4.9,0,0,0,0,0,0,0,0,2560975,0,0,0,0,1
24.0,33.5,1.5,0.558,8.9,22.4,1.1,0.2,10.6,27.8,0.8,0,0,0,0,0,0,0,0,29000000,0,0,0,0,1
23.0,32.2,1.1,0.605,6.9,44.9,1.8,1.7,12.2,24.6,6.9,2,1,0,0,0,1,0,0,42176400,0,0,1,0,0
23.0,37.5,2.2,0.573,5.4,26.7,1.3,1.1,6.8,28.0,3.1,2,1,1,0,0,0,0,0,35147000,0,0,1,0,0
27.0,29.3,0.7,0.578,5.0,34.6,1.7,0.8,8.8,16.3,0.7,0,0,0,0,0,0,0,0,2087519,0,0,1,0,0
30.0,19.6,1.1,0.524,4.2,31.1,1.3,0.6,19.7,18.8,-4.6,0,0,0,0,0,0,0,0,7723000,0,0,1,0,0
20.0,29.7,2.2,0.565,19.4,21.5,2.0,10.0,16.2,32.2,5.2,3,0,1,0,0,0,1,0,12768960,1,0,0,0,0
23.0,27.6,2.6,0.597,11.0,18.0,1.6,2.2,17.4,15.8,-0.7,0,0,0,0,0,0,0,0,2120693,0,0,0,0,1
22.0,23.3,2.1,0.663,17.7,5.6,1.0,9.2,14.4,12.8,0.9,0,0,0,0,0,0,0,0,2965920,1,0,0,0,0
24.0,25.6,2.2,0.623,15.9,9.9,1.2,1.9,12.3,17.2,0.9,0,0,0,0,0,0,0,0,11950000,1,0,0,0,0
22.0,3.0,0.2,0.5,9.1,10.9,3.3,1.2,18.2,13.0,-2.8,0,0,0,0,0,0,0,0,2537040,0,0,0,0,1
25.0,18.0,1.4,0.472,11.8,11.3,2.6,4.2,10.1,14.8,-1.2,0,0,0,0,0,0,0,0,2237691,0,1,0,0,0
26.0,22.1,3.0,0.565,13.1,18.9,1.1,2.8,16.1,22.7,-2.0,0,0,0,0,0,0,0,0,16741200,1,0,0,0,0
28.0,34.9,2.3,0.578,8.3,16.8,1.2,0.9,11.0,23.8,0.1,0,0,0,0,0,0,0,0,44531940,0,0,0,0,1
23.0,9.9,1.4,0.528,12.1,7.0,1.3,5.6,13.3,15.4,-3.7,0,0,0,0,0,0,0,0,8888889,0,1,0,0,0
22.0,20.4,1.7,0.511,9.5,11.1,1.7,0.8,13.8,19.7,-4.5,0,0,0,0,0,0,0,0,6133005,0,0,0,1,0
23.0,31.5,2.3,0.61,10.2,26.5,1.7,2.1,12.8,29.7,3.8,0,0,0,0,0,0,0,0,36725670,0,1,0,0,0
25.0,22.7,2.2,0.621,5.7,8.5,1.1,0.4,8.4,12.6,-2.2,0,0,0,0,0,0,0,0,2301587,0,0,0,0,1
20.0,22.0,1.7,0.48,4.8,17.1,0.9,0.4,13.2,17.4,-8.1,0,0,0,0,0,0,0,0,3090480,0,0,0,0,1
29.0,28.4,1.6,0.65,9.4,15.0,0.8,0.9,11.3,19.0,1.2,0,0,0,0,0,0,0,0,22841455,0,1,0,0,0
25.0,25.0,2.5,0.653,8.8,6.6,1.5,1.4,8.2,17.4,-0.5,0,0,0,0,0,0,0,0,11000000,0,0,0,1,0
26.0,22.9,1.3,0.596,9.1,10.6,1.7,1.0,8.3,20.3,1.1,0,0,0,0,0,0,0,0,9672897,0,0,0,0,1
21.0,15.6,2.2,0.714,15.3,4.4,1.4,7.5,20.5,14.3,-2.7,0,0,0,0,0,0,0,0,1955377,1,0,0,0,0
30.0,19.3,1.9,0.568,8.2,16.6,4.0,2.9,9.9,15.2,4.0,1,0,0,0,0,0,0,0,18102000,0,0,0,0,1
19.0,27.1,2.2,0.482,12.5,13.9,1.2,5.0,11.2,23.5,-3.3,1,0,0,0,0,0,0,0,11808240,1,0,0,0,0
22.0,31.5,2.8,0.545,17.5,24.1,1.7,2.3,12.7,26.2,4.4,1,1,0,0,0,0,0,0,33944954,1,0,0,0,0
22.0,32.2,2.4,0.602,13.5,16.9,2.1,3.6,14.6,17.5,4.1,2,0,0,0,0,0,1,0,9690600,0,0,0,1,0
31.0,18.8,2.4,0.535,23.4,6.8,2.6,2.4,16.7,19.1,-3.2,0,0,0,0,0,0,0,0,5000000,1,0,0,0,0
23.0,14.6,1.7,0.554,10.1,10.9,1.7,1.3,21.8,11.9,-3.4,0,0,0,0,0,0,0,0,2221677,0,0,0,0,1
25.0,28.9,2.3,0.545,6.4,22.5,2.0,0.5,15.8,16.3,-2.3,0,0,0,0,0,0,0,0,18102000,0,0,0,0,1
29.0,30.7,1.7,0.566,7.9,13.5,1.6,2.6,9.4,24.5,0.9,0,0,0,0,0,0,0,0,28223215,0,0,0,1,0
25.0,32.7,1.7,0.557,4.5,23.3,1.3,0.2,10.6,24.6,-0.1,0,0,0,0,0,0,0,0,27678571,0,0,0,0,1
21.0,24.2,2.1,0.521,7.0,19.4,2.3,2.4,16.4,19.6,-1.9,0,0,0,0,0,0,0,0,7970280,0,0,1,0,0
31.0,33.5,1.9,0.588,19.4,18.3,1.7,6.0,9.5,30.4,5.4,1,1,0,0,0,0,0,0,54126450,1,0,0,0,0
23.0,36.3,1.9,0.595,8.7,20.9,1.6,1.7,12.0,31.4,4.3,4,1,0,0,1,0,0,0,45550512,0,0,0,0,1
22.0,8.7,1.3,0.654,13.5,6.4,0.2,6.4,36.4,11.6,-5.6,0,0,0,0,0,0,0,0,1955377,1,0,0,0,0
22.0,22.5,2.8,0.568,12.6,14.4,3.5,2.9,13.3,19.1,1.7,0,0,0,0,0,0,0,0,8775000,0,0,0,1,0
26.0,34.9,2.1,0.616,7.3,24.9,1.6,0.8,12.9,23.7,1.9,0,0,0,0,0,0,0,0,13937574,0,0,0,0,1
25.0,30.3,2.3,0.585,6.1,20.2,1.4,1.1,12.5,16.6,-1.6,0,0,0,0,0,0,0,0,7518518,0,0,0,0,1
27.0,34.3,2.1,0.561,15.5,20.0,1.8,1.9,11.4,23.5,2.0,1,0,0,0,0,0,0,0,37096620,1,0,0,0,0
24.0,12.4,0.7,0.49,9.2,11.3,2.2,0.5,9.4,14.5,-1.7,0,0,0,0,0,0,0,0,2619000,0,0,0,0,1
23.0,19.5,2.0,0.555,8.0,8.6,1.5,1.0,6.9,11.3,-2.0,0,0,0,0,0,0,0,0,2790720,0,0,0,0,1
22.0,29.8,2.3,0.579,9.9,8.8,1.1,1.0,11.9,22.8,-2.9,0,0,0,0,0,0,0,0,9187573,0,0,0,1,0
20.0,33.0,2.4,0.515,7.8,14.9,1.9,1.9,15.1,17.9,-3.7,0,0,0,0,0,0,0,0,7275600,0,0,0,1,0
21.0,11.8,0.8,0.51,4.8,22.3,2.6,0.8,20.2,16.7,-4.2,0,0,0,0,0,0,0,0,4726328,0,0,0,0,1
21.0,5.3,1.0,0.689,9.2,22.5,2.3,2.3,8.4,11.9,1.0,0,0,0,0,0,0,0,0,1955377,0,0,0,1,0
32.0,25.0,2.4,0.559,6.6,15.2,1.5,0.8,12.4,18.7,-2.0,0,0,0,0,0,0,0,0,16020000,0,0,0,0,1
31.0,32.1,2.6,0.598,5.8,17.6,1.7,1.5,11.6,22.1,-1.1,0,0,0,0,0,0,0,0,53666270,0,0,0,0,1
21.0,26.8,1.5,0.557,10.2,18.7,2.0,0.7,10.1,18.3,0.7,0,0,0,0,0,0,0,0,3687960,0,0,0,0,1
28.0,18.9,2.3,0.638,14.3,7.4,2.0,2.7,8.9,15.3,0.8,0,0,0,0,0,0,0,0,12500000,0,1,0,0,0
27.0,33.1,2.5,0.56,9.1,26.8,1.3,1.8,16.2,30.2,-0.3,0,0,0,0,0,0,0,0,38095238,0,0,0,1,0
22.0,34.2,2.7,0.54,7.6,18.3,1.5,2.1,12.6,27.7,0.0,0,0,0,0,0,0,0,0,11968800,0,0,0,1,0
21.0,20.2,1.6,0.612,7.9,12.0,1.5,0.5,14.5,21.5,-1.2,0,0,0,0,0,0,0,0,2693760,0,0,0,1,0
20.0,6.7,0.5,0.424,5.6,16.5,2.4,1.6,15.1,20.9,-7.2,0,0,0,0,0,0,0,0,1955377,0,0,0,0,1
19.0,30.0,2.3,0.514,7.2,21.2,1.0,0.8,15.2,15.8,-4.6,0,0,0,0,0,0,0,0,4677600,0,0,1,0,0
32.0,22.7,1.6,0.56,7.6,10.7,1.8,1.2,10.1,20.5,-1.0,0,0,0,0,0,0,0,0,9219512,0,0,0,0,1
33.0,32.7,2.2,0.55,6.2,20.6,1.2,1.3,9.0,27.2,-1.4,0,0,0,0,0,0,0,0,30666666,0,0,1,0,0
23.0,35.0,2.8,0.565,9.6,43.0,1.4,2.1,16.0,33.2,3.9,3,1,0,0,0,1,0,0,38661750,0,0,1,0,0
29.0,27.1,1.9,0.513,8.2,10.7,1.9,1.8,13.9,14.4,-3.2,0,0,0,0,0,0,0,0,9594044,0,0,0,1,0
19.0,4.5,0.3,0.349,11.5,13.7,4.2,1.7,7.2,20.5,-2.5,0,0,0,0,0,0,0,0,1955377,0,0,0,0,1
20.0,16.2,0.9,0.549,9.7,8.9,1.8,1.4,9.6,23.9,0.3,0,0,0,0,0,0,0,0,3539760,0,0,0,1,0
28.0,31.6,1.8,0.632,7.8,18.5,1.5,1.4,10.5,22.9,3.1,0,0,0,0,0,0,0,0,20543478,0,1,0,0,0
21.0,27.6,2.1,0.562,6.5,11.5,3.1,1.9,10.5,12.8,1.0,0,0,0,0,0,0,0,0,5820240,0,0,0,0,1
22.0,27.4,2.3,0.599,15.7,9.7,1.3,8.2,12.3,22.0,2.4,0,0,0,0,0,0,0,0,13731368,1,0,0,0,0
23.0,33.9,2.2,0.665,8.4,10.1,1.5,1.2,8.1,15.8,0.3,0,0,0,0,0,0,0,0,4921797,0,0,0,0,1
26.0,21.8,0.6,0.641,13.5,10.5,1.3,2.0,6.8,9.8,-0.2,0,0,0,0,0,0,0,0,2546675,0,1,0,0,0
24.0,33.1,2.1,0.601,5.8,19.5,1.3,0.6,12.4,24.4,-0.9,0,0,0,0,0,0,0,0,12888889,0,0,0,0,1
20.0,21.2,1.9,0.419,5.7,7.4,1.0,1.4,13.8,12.5,-7.3,0,0,0,0,0,0,0,0,5742480,0,0,0,0,1
24.0,18.4,2.3,0.531,9.5,25.5,1.8,2.5,14.8,24.6,0.1,0,0,0,0,0,0,0,0,13100000,0,0,1,0,0
26.0,27.9,2.3,0.593,5.2,25.1,1.3,0.3,14.1,27.0,-0.6,0,0,0,0,0,0,0,0,19175000,0,0,0,0,1
25.0,26.3,1.6,0.584,5.9,9.7,0.8,0.8,9.6,17.5,-3.7,0,0,0,0,0,0,0,0,13975000,0,0,0,1,0
24.0,10.1,0.5,0.61,7.1,17.7,1.6,2.6,19.8,15.9,1.1,0,0,0,0,0,0,0,0,2221677,0,0,1,0,0
27.0,22.8,2.1,0.518,6.7,7.2,1.2,2.3,10.3,13.5,-4.7,0,0,0,0,0,0,0,0,2743776,0,0,0,0,1
22.0,13.5,1.6,0.546,6.6,12.7,2.1,1.3,15.1,14.9,-3.8,0,0,0,0,0,0,0,0,5399118,0,0,0,0,1
23.0,19.2,1.2,0.594,8.1,6.5,0.8,0.5,5.9,18.5,-1.8,0,0,0,0,0,0,0,0,4010160,0,0,0,1,0
34.0,36.1,1.7,0.621,7.1,29.7,1.6,0.4,12.2,27.8,4.0,1,1,0,0,0,0,0,0,54126450,0,0,1,0,0
26.0,21.5,2.7,0.716,17.2,10.2,0.9,7.1,11.9,19.5,3.8,0,0,0,0,0,0,0,0,14386320,1,0,0,0,0
30.0,13.1,1.2,0.449,13.1,13.1,1.6,0.4,19.4,15.6,-4.8,0,0,0,0,0,0,0,0,5426400,1,0,0,0,0
20.0,12.3,1.1,0.58,6.7,7.8,1.2,0.4,13.3,20.1,-3.7,0,0,0,0,0,0,0,0,3262560,0,0,0,1,0
25.0,30.7,1.9,0.6,5.0,32.2,1.9,0.4,12.8,27.2,3.1,2,1,0,0,0,0,0,0,39446090,0,0,1,0,0
27.0,36.1,2.6,0.56,7.4,27.2,2.0,1.1,11.8,28.3,0.4,0,0,0,0,0,0,0,0,37096620,0,0,1,0,0
27.0,27.2,2.4,0.623,8.1,7.5,1.4,0.7,8.6,22.8,0.4,1,0,0,0,0,0,0,0,23303571,0,0,0,1,0
35.0,35.9,1.9,0.569,6.0,18.7,1.1,1.1,6.5,25.0,-0.1,0,0,0,0,0,0,0,0,24570000,0,0,0,1,0
28.0,21.2,1.7,0.563,10.8,7.3,1.6,1.4,7.2,10.4,0.3,0,0,0,0,0,0,0,0,6623456,0,1,0,0,0
26.0,30.2,2.2,0.583,18.2,8.5,1.2,2.9,12.2,19.4,-0.7,0,0,0,0,0,0,0,0,35550814,1,0,0,0,0
28.0,32.6,2.0,0.494,10.7,34.6,3.0,1.1,16.2,27.3,-1.6,0,0,0,0,0,0,0,0,31557103,0,0,1,0,0
24.0,30.0,2.4,0.605,13.1,19.9,1.6,1.5,16.3,23.2,2.1,0,0,0,0,0,0,0,0,14375000,0,0,0,1,0
20.0,23.1,2.8,0.704,17.7,14.3,1.2,5.7,15.5,13.6,3.3,0,0,0,0,0,0,0,0,5253360,1,0,0,0,0
27.0,24.3,2.0,0.609,8.0,4.6,2.1,1.7,9.3,16.5,-0.3,0,0,0,0,0,0,0,0,10000000,0,0,0,1,0
30.0,33.9,1.8,0.606,7.2,20.2,1.4,2.9,11.3,19.8,3.5,1,0,0,0,0,0,0,0,28100000,0,0,0,0,1
26.0,32.0,2.4,0.6,10.0,23.6,1.7,1.2,13.3,23.3,3.2,0,0,0,0,0,0,0,0,36725670,0,0,0,0,1
28.0,37.3,2.6,0.589,6.1,30.6,1.2,0.5,11.9,29.3,0.4,0,0,0,0,0,0,0,0,53142264,0,0,0,0,1
22.0,11.0,1.1,0.471,10.8,13.5,2.6,1.0,11.0,17.9,-3.2,0,0,0,0,0,0,0,0,4923720,0,0,1,0,0
24.0,31.0,1.7,0.553,6.9,13.8,2.0,1.5,8.5,22.1,-1.1,0,0,0,0,0,0,0,0,27000000,0,0,0,0,1
29.0,31.8,3.2,0.555,6.1,7.4,1.2,0.6,7.4,17.7,-1.4,0,0,0,0,0,0,0,0,21124110,0,0,0,1,0
23.0,10.2,1.0,0.464,11.8,12.6,1.4,0.7,16.2,13.3,-4.0,0,0,0,0,0,0,0,0,2753280,0,0,0,1,0
28.0,34.7,3.3,0.655,22.4,26.0,1.0,1.0,16.5,21.6,5.2,0,0,0,0,0,0,0,0,43636000,1,0,0,0,0
20.0,19.8,2.8,0.574,21.6,8.3,1.2,7.5,15.9,14.2,-0.3,0,0,0,0,0,0,0,0,7178400,1,0,0,0,0
28.0,31.4,2.0,0.575,7.8,23.9,2.0,0.7,9.2,30.9,3.7,4,1,0,1,0,0,0,0,46394100,0,0,0,0,1
28.0,25.9,1.8,0.582,7.9,20.2,2.2,1.0,13.8,19.4,1.9,0,0,0,0,0,0,0,0,11990000,0,0,0,0,1
34.0,29.2,3.2,0.534,11.2,26.2,2.4,3.4,23.3,15.9,0.5,2,0,0,0,0,0,1,0,25892857,0,1,0,0,0
30.0,24.1,1.8,0.595,5.2,14.7,1.1,0.3,11.1,19.2,-1.7,0,0,0,0,0,0,0,0,9888000,0,0,0,1,0
28.0,10.2,0.9,0.552,10.6,8.0,1.2,2.7,8.3,17.0,-0.3,0,0,0,0,0,0,0,0,2221677,1,0,0,0,0
33.0,10.0,1.4,0.713,11.7,12.5,1.6,3.3,18.4,7.6,0.0,0,0,0,0,0,0,0,0,4000000,1,0,0,0,0
21.0,33.8,2.3,0.545,9.6,17.9,4.2,2.0,13.6,18.2,1.5,3,0,1,0,0,0,1,0,7707709,0,0,0,0,1
24.0,4.4,0.9,0.661,8.9,7.6,0.9,1.6,11.2,14.1,-4.1,0,0,0,0,0,0,0,0,706898,0,1,0,0,0
30.0,21.3,1.5,0.34,8.3,43.3,2.3,2.1,32.1,15.2,-6.4,0,0,0,0,0,0,0,0,3153598,0,0,1,0,0
30.0,21.3,1.5,0.34,8.3,43.3,2.3,2.1,32.1,15.2,-6.4,0,0,0,0,0,0,0,0,3153598,0,0,1,0,0
30.0,21.3,1.5,0.34,8.3,43.3,2.3,2.1,32.1,15.2,-6.4,0,0,0,0,0,0,0,0,3153598,0,0,1,0,0
23.0,30.5,2.0,0.633,16.5,15.1,1.4,4.7,12.2,23.2,4.6,5,1,1,0,1,0,1,0,46394100,0,1,0,0,0
23.0,33.7,2.5,0.558,9.7,26.6,1.9,1.0,9.6,31.0,3.1,0,0,0,0,0,0,0,0,38661750,0,0,0,1,0
20.0,15.8,1.0,0.482,10.6,8.2,1.2,1.0,12.5,21.7,-5.3,0,0,0,0,0,0,0,0,2221677,0,1,0,0,0
28.0,21.2,2.1,0.536,3.4,8.7,1.6,0.8,8.7,13.5,-4.0,0,0,0,0,0,0,0,0,11500000,0,0,1,0,0
31.0,21.5,2.5,0.607,8.7,8.8,0.8,0.8,11.3,17.9,-2.3,0,0,0,0,0,0,0,0,8200000,0,1,0,0,0
30.0,34.2,2.3,0.625,19.0,36.0,1.2,3.2,11.2,35.2,9.5,4,1,0,1,0,0,0,0,54126450,0,1,0,0,0
25.0,20.4,2.1,0.631,18.6,14.8,1.7,6.6,15.3,14.3,2.5,0,0,0,0,0,0,0,0,8333333,1,0,0,0,0
21.0,29.4,2.2,0.543,6.5,8.9,1.5,0.6,10.4,21.0,-3.2,0,0,0,0,0,0,0,0,4990560,0,0,0,0,1
26.0,29.9,2.9,0.596,9.1,11.3,1.8,2.7,16.7,14.8,-1.6,0,0,0,0,0,0,0,0,13645500,0,1,0,0,0
29.0,24.1,1.5,0.631,7.0,12.5,1.7,1.2,12.2,17.6,-0.3,0,0,0,0,0,0,0,0,16875000,0,0,0,0,1
22.0,13.6,1.6,0.575,12.1,14.2,1.6,1.2,17.5,13.2,-1.7,0,0,0,0,0,0,0,0,2221677,0,1,0,0,0
32.0,27.2,0.9,0.656,7.4,8.6,0.8,0.6,6.1,15.7,0.0,0,0,0,0,0,0,0,0,19000000,0,1,0,0,0
28.0,24.6,2.2,0.583,7.7,8.4,1.9,2.0,11.6,11.3,-1.9,0,0,0,0,0,0,0,0,5616000,0,0,0,1,0
26.0,32.4,3.3,0.541,6.5,13.8,2.8,1.3,15.6,14.6,-3.6,0,0,0,0,0,0,0,0,13937574,0,0,0,1,0
24.0,7.8,0.9,0.506,10.7,6.1,1.2,1.3,9.6,15.5,-4.8,0,0,0,0,0,0,0,0,2221677,0,1,0,0,0
25.0,27.8,1.8,0.57,6.8,31.5,1.2,0.4,10.5,25.1,2.2,0,0,0,0,0,0,0,0,32500000,0,0,1,0,0
24.0,19.1,1.9,0.587,6.7,8.0,1.5,1.4,7.4,12.5,-0.5,0,0,0,0,0,0,0,0,11000000,0,0,0,0,1
20.0,25.9,2.1,0.494,6.9,34.3,1.7,0.8,25.0,18.9,-5.3,0,0,0,0,0,0,0,0,2638200,0,0,1,0,0
26.0,27.9,3.0,0.599,20.6,18.3,1.4,3.9,15.3,16.7,3.2,0,0,0,0,0,0,0,0,28500000,1,0,0,0,0
25.0,21.7,1.5,0.617,6.6,9.7,1.4,0.6,5.8,17.2,1.3,0,0,0,0,0,0,0,0,12362338,0,0,0,0,1
